review_id,username,rating,date_variant,rasa,kualitas,kadaluarsa,likes,image_count,video_count,comment,product_name,comment_clean,review_length,sentiment_score,sentiment_label
75290445064,noranovedhutasoit,5,2025-09-28 12:56 | Variasi: BIJI SANGRAI,,,,Membantu?,1,0,"Baru nyampe (jauh bgt ya dari Makassar ke Tangerang 😂), secara packaging sih ok",KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,"Baru nyampe (jauh bgt ya dari Makassar ke Tangerang 😂), secara packaging sih ok",14,0.39631134271621704,positive
23479667398,hilhamdan_m,5,2024-12-18 18:19 | Variasi: GILING SEDANG,mantapp,baik sekali,,Membantu?,1,0,Mantap packing nya baguss syekali,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,Mantap packing nya baguss syekali,5,0.9959724945947528,positive
14344755618,muhhasrul29,5,"2024-02-29 13:36 | Variasi: GILING KASAR, GILING SEDANG",kopi,ok,,Membantu?,1,0,Baru mau coba 🤭,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,Baru mau coba 🤭,4,0.031081798020750284,neutral
56472756073,muhbintangnurr,5,2025-07-04 08:17 | Variasi: GILING SEDANG,enak,puas,,Membantu?,2,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
89245011589,z4mabada,5,2026-02-19 08:58 | Variasi: GILING SEDANG,memuaskan,sangat baik,,Membantu?,1,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
14085368473,sparepartacmobilmakassar89,5,2024-02-03 11:48 | Variasi: BIJI SANGRAI,,,,1,2,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
79376162073,s*****0,5,2025-11-20 07:50 | Variasi: GILING SEDANG,enak dan harum,bagus,,Membantu?,0,0,"Begitu dibuka langsung kecium aromanya. Di minum juga masih berasa aromanya. Kemasan juga cantik keren banget. Harga masuk akal. Pokoknya puas deh.
Packing aman kemasan ga bocor atau pecah",KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,Begitu dibuka langsung kecium aromanya. Di minum juga masih berasa aromanya. Kemasan juga cantik keren banget. Harga masuk akal. Pokoknya puas deh. Packing aman kemasan ga bocor atau pecah,29,0.9977500260574743,positive
64882811375,albatrosjek,5,2025-07-31 13:44 | Variasi: BIJI SANGRAI,,,,Membantu?,2,1,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
77505465983,davidsjioen,5,2025-10-25 10:26 | Variasi: GILING SUPER HALUS,,,,Membantu?,4,1,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
16718662404,ariefrachmatfirmansyah,4,2024-09-26 09:01 | Variasi: GILING HALUS,lumayan,baik,1 tahun,1,0,0,"Langsung seduh rasanya enak, after taste rasa nutty & coklat. Body kental, acid rendah ga langsung kembung di perut saya yang sensitif.
Dijadikan kopsu pake krimer nestle lumayan, pake krimer elenka lebih enak, & pake susu full cream anget enak banget.
Rasanya lebih kuat ke Robust, tapi untuk harga segitu worthed banget.",KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,"Langsung seduh rasanya enak, after taste rasa nutty & coklat. Body kental, acid rendah ga langsung kembung di perut saya yang sensitif. Dijadikan kopsu pake krimer nestle lumayan, pake krimer elenka lebih enak, & pake susu full cream anget enak banget. Rasanya lebih kuat ke Robust, tapi untuk harga segitu worthed banget.",52,0.9961341629968956,positive
74667695943,rafashahk,5,2025-09-22 17:40 | Variasi: GILING SUPER HALUS,lezat,baik,,Membantu?,1,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
32272077813,d*****h,5,2025-03-06 19:58 | Variasi: GILING SUPER HALUS,,,,1,1,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
73967116847,azzamisan,5,2025-09-18 19:07 | Variasi: BIJI SANGRAI,,,,Membantu?,2,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
53191978149,s*****s,5,2025-06-24 13:28 | Variasi: GILING HALUS,mantap,perfect,,Membantu?,0,0,Mantep banget pokoknya ga ada penyesalan beli disini,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,Mantep banget pokoknya ga ada penyesalan beli disini,8,0.9965230821399018,positive
47403599015,l*****k,5,2025-06-08 15:15 | Variasi: GILING HALUS,,,,Membantu?,1,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
28934200236,kautsar21,5,2025-01-19 20:03 | Variasi: GILING HALUS,,,,Membantu?,0,0,"Sellernya super fast respon,barang yang dikirim juga aman dari makassar ke jawa. Thankyou seller!😍",KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,"Sellernya super fast respon,barang yang dikirim juga aman dari makassar ke jawa. Thankyou seller!😍",14,0.9883596976287663,positive
65405500824,dankcie90,5,2025-08-03 18:11 | Variasi: GILING SEDANG,lezat dan memuaskan,baik,,Membantu?,0,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
73957605587,van_123,5,2025-09-18 13:54 | Variasi: BIJI SANGRAI,enak,sangat baik,,Membantu?,0,0,Aroma enak,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,Aroma enak,2,0.9966165829682723,positive
76811469552,dianrudi1508,5,2025-10-17 10:41 | Variasi: GILING HALUS,enak cocok di lidahku,wangi dan mantap,,Membantu?,0,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
15456760226,hairanirani1234,5,2024-06-09 17:53 | Variasi: GILING SUPER HALUS,,,,Membantu?,1,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
78721946245,adnananwar85,5,2025-11-11 22:54 | Variasi: BIJI SANGRAI,kopinya mantap,"sudah langganan, untuk yg ngopi jarang2 jadi tdk sia-sia beli kopi ukuran besar",,Membantu?,0,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
14982669209,raniedaru,5,2024-04-25 00:19 | Variasi: GILING SUPER HALUS,ok,terbaik,,Membantu?,0,0,Packing top bisa langsung kirim jkt,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,Packing top bisa langsung kirim jkt,6,0.1163161878939718,neutral
16316031623,dzulmadeceng,5,"2024-08-27 15:30 | Variasi: BIJI SANGRAI, GILING KASAR",,,,Membantu?,0,0,Mantap,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,Mantap,1,0.9964694007649086,positive
79223541698,fauziabdillah18,5,2025-11-18 04:27 | Variasi: BIJI SANGRAI,otentik,cukup,,Membantu?,0,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
81009138069,shalihin1997,5,2025-12-08 13:37 | Variasi: GILING KASAR,,,,Membantu?,0,0,Belum coba. Tapi alhamdulillah paket sampai dengan selamat.,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,Belum coba. Tapi alhamdulillah paket sampai dengan selamat.,8,0.9714637551223859,positive
42367060405,a*****s,5,2025-05-15 06:29 | Variasi: GILING HALUS,enak,baik,,Membantu?,0,0,Maaf ndk sesuai sm foto soalnya udh di bawa buat oleh2,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,Maaf ndk sesuai sm foto soalnya udh di bawa buat oleh2,11,-0.015119315590709448,neutral
13716720094,melisa280591,5,2023-12-30 09:23 | Variasi: BIJI SANGRAI,,,,Membantu?,0,0,Maaf belum bisa coba karena kurirnya salah kirim tempat. Padahal alamatnya sudah benar.,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,Maaf belum bisa coba karena kurirnya salah kirim tempat. Padahal alamatnya sudah benar.,13,-0.1782260606996715,neutral
13919186231,daniojuventino,5,2024-01-18 16:21 | Variasi: GILING HALUS,"mantap, berimbang rasa nya",,,Membantu?,0,0,Terbaik ini,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,Terbaik ini,2,0.9889206292573363,positive
31539519238,r*****e,5,2025-02-25 20:13 | Variasi: GILING SUPER HALUS,,,,Membantu?,0,0,favorit keluarga di jawa,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,favorit keluarga di jawa,4,0.9914441669243388,positive
15366187497,bysi965bbu,5,2024-06-01 13:04 | Variasi: GILING HALUS,pait,baik sangat,tidak ada,Membantu?,0,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
12778905046,masigit2012,5,2023-10-06 10:36 | Variasi: GILING SUPER HALUS,enak gilaa,mantap,,Membantu?,0,0,Warrbiasa enakk,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,Warrbiasa enakk,2,0.9956847985740751,positive
17314050715,ninjahatori315,5,2024-10-23 15:21 | Variasi: GILING SEDANG,belum dicoba,,,Membantu?,0,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
80128248792,sandy.wardhana,5,2025-11-29 12:58 | Variasi: GILING SEDANG,,,,Membantu?,1,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
80605111520,sugasetro72,5,2025-12-04 09:43 | Variasi: GILING HALUS,,,,Membantu?,1,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
45711691315,adell51,5,2025-06-01 13:14 | Variasi: GILING SUPER HALUS,enak,bgus,,Membantu?,0,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
18087696340,ninjahatori315,5,2024-11-11 15:52 | Variasi: GILING SEDANG,,,,Membantu?,1,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
71446075107,adnananwar85,5,2025-09-03 20:25 | Variasi: BIJI SANGRAI,,,,Membantu?,0,0,Kopinya enak juga untuk kopi susu,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,Kopinya enak juga untuk kopi susu,6,0.9972568756202236,positive
31539502454,r*****e,5,2025-02-25 20:12 | Variasi: GILING SUPER HALUS,,,,Membantu?,0,0,favorit buat oleh-oleh,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,favorit buat oleh-oleh,3,0.9848113178741187,positive
87288318621,paex03,4,2026-02-02 19:15 | Variasi: GILING SUPER HALUS,belm di coba,,,Membantu?,1,0,Ahirnya kopi yang di tunggu2 datang juga semoga enak rasanya,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,Ahirnya kopi yang di tunggu2 datang juga semoga enak rasanya,10,0.9943650458008051,positive
80615685253,ninjahatori315,5,2025-12-04 17:14 | Variasi: GILING SEDANG,mangtap,luar biasa,,Membantu?,0,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
71006234489,amri20,5,2025-09-01 15:58 | Variasi: GILING SUPER HALUS,ok,ok,,Membantu?,0,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
91320596534,s*****0,5,2026-03-08 18:45 | Variasi: GILING SEDANG,rasa pas campurannya,kualitas baik,,Membantu?,0,0,"Pengiriman agak kurang baik. Karena pesan banyak di kardusin, tp ga dikasih bubble sama sekali. Sepertinya terguncang2, jadi dalem kardus banyak serbuk2 kopi halus bertebaran",KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,"Pengiriman agak kurang baik. Karena pesan banyak di kardusin, tp ga dikasih bubble sama sekali. Sepertinya terguncang2, jadi dalem kardus banyak serbuk2 kopi halus bertebaran",25,-0.9580337218940258,negative
83748659615,harry.hartanto.tan,5,2026-01-01 19:48 | Variasi: BIJI SANGRAI,,,,Membantu?,1,0,mantap 👍🏻,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,mantap 👍🏻,2,0.9958612390910275,positive
79429931286,m*****1,5,2025-11-21 07:23 | Variasi: BIJI SANGRAI,sesuai,,,Membantu?,0,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
15179763796,n*****h,5,2024-05-13 18:34 | Variasi: GILING SEDANG,,,,Membantu?,0,0,"Pengiriman cepat, pengemasan bagus. Terimakasih banyak seller",KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,"Pengiriman cepat, pengemasan bagus. Terimakasih banyak seller",7,0.9900343104382046,positive
82538373916,a*****n,5,2025-12-22 11:58 | Variasi: GILING HALUS,,,,Membantu?,0,0,"Mantap sesuai pesanan, harga terbaik dan kualitas terbaik",KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,"Mantap sesuai pesanan, harga terbaik dan kualitas terbaik",8,0.9962765363743529,positive
54128936060,alkhankeiran,5,2025-06-26 15:44 | Variasi: BIJI SANGRAI,,,,Membantu?,0,0,"Terimakasih sudah sampai paketnya
Packing aman & good quality",KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,Terimakasih sudah sampai paketnya Packing aman & good quality,9,0.9906607762677595,positive
95225274655,dwi_parjono,5,2026-04-09 21:02 | Variasi: BIJI SANGRAI,,,,Membantu?,0,0,"Barang sudah sampai dengan selamat. Pengiriman lama diperjalanan, makasar jogja maklum. Belum dicoba",KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,"Barang sudah sampai dengan selamat. Pengiriman lama diperjalanan, makasar jogja maklum. Belum dicoba",13,-0.964742255397141,negative
32266836155,situkangco,4,2025-03-06 14:04 | Variasi: BIJI SANGRAI,belum coba yaa,coba biji 50grm dulu,,Membantu?,0,0,Nanti di update lagi reviewnya klo sudah dicoba kak,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,Nanti di update lagi reviewnya klo sudah dicoba kak,9,0.12406841432675719,neutral
87564406831,e*****w,5,2026-02-05 01:46 | Variasi: GILING SUPER HALUS,,,,Membantu?,0,0,Kopinya wangi...packingan aman tapi.,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,Kopinya wangi..packingan aman tapi.,4,0.9931075619533658,positive
95225287111,dwi_parjono,5,2026-04-09 21:03 | Variasi: GILING HALUS,,,,Membantu?,0,0,"Barang sudah sampai dengan selamat. Pengiriman lama diperjalanan, makasar jogja maklum. Belum dicoba",KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,"Barang sudah sampai dengan selamat. Pengiriman lama diperjalanan, makasar jogja maklum. Belum dicoba",13,-0.964742255397141,negative
81434619721,n81wo4_o1l,1,2025-12-12 22:19 | Variasi: GILING HALUS,,,,Membantu?,1,1,Kemasannya gak aman!!!!,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,Kemasannya gak aman!!,3,-0.9966978472657502,negative
36882470740,acho08,3,2025-04-12 07:29 | Variasi: GILING SUPER HALUS,B aja,,,Membantu?,0,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
31939184513,armaamirhamzah288,4,2025-03-02 11:41 | Variasi: GILING SEDANG,bagus,baik,,Membantu?,0,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
91536723966,fini1205,5,"2026-03-10 05:33 | Variasi: GILING SEDANG, GILING HALUS",kopi,baik,,Membantu?,3,1,Nyoba pas sahur ini. Beuhh pas mantab full body no acidity. Coba beli yg kecil dulu. Next beli yg gramasinya lebih besar.,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,Nyoba pas sahur ini. Beuhh pas mantab full body no acidity. Coba beli yg kecil dulu. Next beli yg gramasinya lebih besar.,22,0.7230546027421951,positive
91573906419,erin_andika,5,2026-03-11 13:04 | Variasi: GILING SUPER HALUS,enak,bagus,,Membantu?,3,1,"Bagus untuk oleh2 khas sulawesi, terimakasih, next order lagi",KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,"Bagus untuk oleh2 khas sulawesi, terimakasih, next order lagi",9,0.9957274133921601,positive
92682288375,honggowahono,5,2026-03-19 23:13 | Variasi: GILING SUPER HALUS,,,,Membantu?,1,0,"belum dicoba,semoga cocok,terimakasih sellers,semoga sukses selalu",KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,"belum dicoba,semoga cocok,terimakasih sellers,semoga sukses selalu",6,0.9439656087197363,positive
92155736033,s*****e,5,2026-03-15 15:22 | Variasi: GILING SEDANG,saya suka rasanya,menurut saya kualitasnya cukup memuaskan buat saya,,Membantu?,2,0,Untuk ke 2 kali nya saya membelih. Top mantap is the best. Terbaik,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,Untuk ke 2 kali nya saya membelih. Top mantap is the best. Terbaik,13,0.9953620386077091,positive
92155553235,subhan_gaoe,5,2026-03-15 15:20 | Variasi: GILING SEDANG,saya merasa ada Rasa kuat dari robusta,,,Membantu?,2,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
33667759197,muhhasrul29,5,"2025-03-25 04:56 | Variasi: GILING KASAR, GILING SEDANG",lesat,terbaik,,1,1,0,Tokonya amanah,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,Tokonya amanah,2,0.9896696869982406,positive
70603399607,rifaldiawaluddin768,5,2025-08-29 15:46 | Variasi: GILING SUPER HALUS,,,,Membantu?,1,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
84375777926,a*****0,5,2026-01-07 10:49 | Variasi: GILING SEDANG,,,,Membantu?,1,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
14865374469,n*****4,5,2024-04-12 14:28 | Variasi: GILING HALUS,,,,Membantu?,0,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
15408434871,n*****4,5,2024-06-05 18:44 | Variasi: GILING HALUS,,,,Membantu?,0,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
19381313145,n*****f,5,2024-11-20 15:29 | Variasi: GILING SUPER HALUS,,,,Membantu?,0,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
15395541594,dodyk_ir,5,"2024-06-04 14:48 | Variasi: GILING HALUS, GILING SEDANG",,,,Membantu?,0,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
17725212430,_*****a,5,2024-11-03 12:27 | Variasi: GILING SEDANG,,,,Membantu?,0,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
20199042438,j*****k,4,"2024-12-03 07:57 | Variasi: GILING SEDANG, GILING HALUS",,,,Membantu?,0,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
15563277776,harnengsih2207,5,2024-06-19 17:45 | Variasi: GILING SUPER HALUS,,,,Membantu?,0,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
30267324788,andi_ayushar25,5,2025-02-06 12:38 | Variasi: GILING SUPER HALUS,,,,Membantu?,0,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
30271696828,astroubot,5,2025-02-06 18:04 | Variasi: BIJI SANGRAI,,,,Membantu?,0,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
20149708698,adicakramusi,5,2024-12-02 20:23 | Variasi: BIJI SANGRAI,,,,Membantu?,0,0,,KOPI TORAJA BLEND ARABIKA ROBUSTA 50 50 BIJI SANGRAI ATAU BUBUK HARUM,,0,0.9272622177377343,positive
